Continent,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,Tajikistan,TJK,,,,,,,,,,,0.2379,0.2379,0.2613,0.2838,0.3106,0.342,0.3696,0.3764,0.3859,0.4006,0.4333,0.4347,0.4343,0.4271,0.4226,0.4233,0.454,0.4661,0.4715,0.4844,0.7318,0.7318,0.3659,0.2927,0.1951,0.1799,0.1372,0.1372,0.1159,0.061,0.0427,0.0915,0.122,0.1006,0.1342,0.1243,0.164,0.2554,0.2524,0.2372,0.2676,0.2859,0.8787,0.9037,1.536,1.3312,1.2878,1.1795,1.2257,1.3581,1.6922,1.854,1.9502,1.9609
Africa,Tanzania,TZA,,,,,,,,,,,0.7108,0.7108,0.8514,0.8091,0.7583,0.7472,0.7489,0.7214,0.6668,0.7144,0.6923,0.68,0.621,0.6333,0.633,0.6424,0.6393,0.6612,0.6674,0.6585,0.6995,0.6547,0.6828,0.7107,0.7107,0.8972,1.2017,1.1758,1.3942,1.1592,1.4601,1.7498,2.1968,2.3144,2.3997,2.7636,2.8557,2.8442,3.0931,3.0196,3.5357,4.4345,5.77,6.3511,5.7863,6.5305,7.6376,7.1682,7.4772,7.9837,8.0516,9.5245,8.8762,8.91
Asia,Thailand,THA,,,,,,,,,,,5.8567,5.8567,6.5093,7.4405,6.7643,7.1887,8.5207,9.087,9.5755,10.3763,9.836,10.3442,10.0071,11.9515,13.9645,14.7238,15.5578,17.9484,20.5821,24.65,28.001,28.7478,30.5219,35.9085,39.9376,47.5771,51.9922,51.7937,44.8458,46.3344,45.2749,46.4118,49.0849,52.2574,56.1287,56.1581,52.6634,55.6298,51.9764,54.9056,55.6603,58.4878,60.4561,59.8358,57.9301,61.741,65.7252,71.989,72.1122,73.7792,73.1469,68.5839,78.8804,79.7893
Asia,Timor-Leste,TLS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0.0612,0.0681,0.0712,0.0724,0.091,0.1083,0.1306,0.1398,0.1642,0.2329,0.2497,0.2396,0.2297,0.2564,0.2596,0.2756,0.2869,0.3085,0.3279,0.3417
Africa,Togo,TGO,,,,,,,,,,,0.2066,0.2066,0.2127,0.1995,0.1836,0.244,0.1924,0.243,0.2332,0.3014,0.3158,0.3136,0.3634,0.2264,0.1808,0.2299,0.4058,0.447,0.418,0.4276,0.4264,0.3218,0.2706,0.167,0.3241,0.3935,0.6565,0.432,0.4843,0.5754,0.4342,0.2928,0.4792,0.7014,0.6432,0.6138,0.5781,0.6434,0.8672,1.9312,1.603,1.484,1.2587,0.7381,0.3946,0.7081,0.6095,0.885,1.0068,0.864,1.1364,1.265,1.3336,1.3125
Oceania,Tonga,TON,,,,,,,,,,,0.0069,0.0069,0.0076,0.0072,0.007,0.0081,0.0074,0.0082,0.0087,0.0093,0.0095,0.0148,0.0152,0.0149,0.0147,0.016,0.0079,0.0206,0.026,0.0298,0.0456,0.0481,0.0503,0.0502,0.072,0.054,0.0632,0.0676,0.0664,0.0645,0.042,0.039,0.0406,0.0466,0.0399,0.047,0.0546,0.0454,0.0564,0.0656,0.0691,0.0673,0.0665,0.0599,0.0612,0.0626,0.0641,0.0846,0.0741,0.0909,0.0946,0.1017,0.1081,0.1126
North America,Trinidad and Tobago,TTO,,,,,,,,,,,0.7296,0.7296,0.8295,1.1219,0.894,0.8962,0.9301,1.145,1.2648,1.3112,1.4085,1.4963,1.5993,1.6293,1.7082,1.6782,1.7224,1.7208,1.3371,1.3061,1.3454,1.419,1.356,1.2186,1.283,1.3373,1.3852,1.5049,1.5549,1.5705,1.6373,1.638,1.6886,1.6846,2.053,2.1515,2.6337,2.7758,3.0013,3.0452,3.2036,3.1881,3.1127,2.983,3.3537,3.3715,3.0321,3.0465,2.5025,2.7698,2.3069,2.2216,2.4282,2.5093
Africa,Tunisia,TUN,,,,,,,,,,,0.8915,0.8915,0.9771,1.0658,1.1772,1.2504,1.3716,1.429,1.544,1.6431,1.7708,1.8887,1.9042,2.0429,2.1474,2.2542,2.2029,2.2004,2.2741,2.3788,2.4913,2.561,2.6366,2.9621,3.0952,3.1976,3.32,3.511,3.6114,3.8426,4.0269,4.131,4.2365,4.3777,4.4158,4.5896,4.5615,4.8054,4.6503,5.7165,6.8615,6.3996,6.3564,6.0551,6.3312,6.725,7.083,7.6148,7.6273,7.3196,7.0969,7.9724,8.1178,8.1495
Asia,Turkmenistan,TKM,,,,,,,,,,,1.3428,1.3428,1.4749,1.6021,1.7536,1.9306,2.0865,2.1251,2.1785,2.2615,2.4459,2.4539,2.4518,2.4114,2.386,2.3896,2.5632,2.6315,2.6618,2.7349,9.8221,8.7957,6.877,7.0919,4.2507,3.9918,4.4944,2.685,3.2609,4.1482,6.5012,6.6163,7.5583,8.19,8.2738,8.7652,8.7173,9.5824,9.5366,7.2205,8.2628,9.9685,10.385,11.1152,11.7661,11.7661,12.1289,12.0914,12.1424,11.9053,11.8472,11.862,12.1309,12.0538
Oceania,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Uganda,UGA,,,,,,,,,,,0.3632,0.3632,0.3632,0.3663,0.3788,0.3819,0.5528,0.5158,0.4595,0.431,0.475,0.3774,0.3436,0.2967,0.357,0.3824,0.4399,0.4972,0.5351,0.5061,0.5974,0.6162,0.6159,0.6025,0.5539,0.7181,0.7368,0.7718,0.8829,0.889,0.9047,0.9172,0.9299,0.9581,0.9853,1.0216,1.1287,1.1898,1.3805,1.5244,1.2802,1.6394,2.0416,2.1926,2.4352,2.7419,2.9437,3.1052,3.3855,3.5206,3.3913,3.7665,3.5522,3.545
Europe,Ukraine,UKR,,,,,,,,,,,47.3302,47.3302,48.9135,50.3349,52.055,54.6138,55.2548,54.9561,54.6955,54.6596,55.5304,55.5483,55.5005,54.321,53.84,53.3548,54.7402,55.162,54.9852,55.9108,54.8617,66.1123,40.9448,35.4422,32.2504,33.3218,30.1513,35.8955,33.576,28.1036,26.9171,28.4656,29.7024,29.1694,31.1722,30.5906,30.2298,39.9521,39.9194,33.4182,33.9065,33.6688,31.2469,31.3281,26.91,23.0578,24.2921,25.3547,25.0953,26.6672,21.7009,25.4859,21.7806,22.2331
Asia,United Arab Emirates,ARE,,,,,,,,,,,0.4057,0.4057,0.5419,0.7705,1.0106,1.6505,2.1776,2.2896,2.5551,3.2988,6.9656,8.1889,9.0815,9.2836,9.8227,9.416,9.3851,10.1372,10.4773,10.8177,11.2891,11.6186,11.806,12.6036,12.4849,13.1051,13.2675,13.2036,13.1867,13.5698,14.8515,16.2836,18.7692,20.8637,21.0671,22.7475,23.924,24.5864,26.1621,28.7946,30.0559,30.0847,30.7616,34.6715,35.5773,30.881,34.6297,37.6607,37.6693,35.7784,30.7091,36.2537,42.0724,43.3677
Europe,United Kingdom,GBR,,,,,,,,,,,71.3482,73.7045,76.2538,81.3246,79.1128,77.7836,80.6406,82.813,86.7919,88.5285,89.1993,86.4584,88.4747,90.9633,95.353,96.5229,102.6214,106.4488,113.372,118.6662,114.9713,114.3612,115.8267,117.0016,117.3789,116.3315,120.8545,121.9533,121.1918,124.7289,122.9477,121.8988,123.17,124.573,125.9763,127.2021,128.854,129.5536,122.7401,118.3184,116.8489,115.4011,114.9111,114.1737,115.6427,118.8202,121.6266,122.086,120.5629,118.5898,94.5308,104.3231,107.0033,108.4809
North America,United States,USA,,,,,,,,,,,1039.7828,1086.6479,1154.5967,1206.4598,1178.3568,1193.4708,1246.5694,1285.1881,1331.2096,1303.3298,1241.2331,1235.8919,1227.5183,1243.7907,1281.7035,1292.5644,1315.0225,1359.2783,1421.9826,1433.5868,1426.9725,1399.6682,1430.6614,1454.1851,1506.8958,1537.7559,1577.1938,1602.1294,1640.36,1686.1773,1717.8487,1720.0372,1741.6418,1766.7548,1788.6669,1807.7222,1806.018,1806.3663,1708.2744,1622.5473,1679.7732,1633.5907,1597.5315,1646.9372,1639.846,1700.0469,1711.2183,1724.0175,1762.2354,1757.3448,1507.9152,1663.6783,1699.428,1710.6454
South America,Uruguay,URY,,,,,,,,,,,1.7356,1.7356,1.8626,1.8142,1.6555,1.6618,1.7439,1.7635,1.7639,1.9327,1.6525,1.666,1.5893,1.5188,1.3761,1.3348,1.3476,1.411,1.4435,1.5103,1.5169,1.612,1.7329,1.9554,2.2003,2.1817,2.3189,2.519,2.6907,2.7827,2.5172,2.4142,2.1804,2.0918,2.2111,2.2742,2.5012,2.6775,2.7268,2.9435,3.1,3.2245,3.2647,3.4328,3.4188,3.4494,3.5179,3.6753,3.6281,4.175,3.5137,3.887,3.9726,4.0156
Asia,Uzbekistan,UZB,,,,,,,,,,,2.701,2.701,2.9501,3.1868,3.468,3.8179,4.0958,4.1667,4.2686,4.4202,4.7439,4.7743,4.7811,4.7223,4.6885,4.6992,5.0167,5.145,5.2053,5.341,7.6859,6.9363,5.4297,4.7734,4.2711,6.8628,9.3658,9.4872,12.9366,13.4885,13.4943,13.89,13.4005,12.1698,12.1696,12.2062,12.93,12.9055,12.781,11.9854,12.7548,12.3377,10.0529,8.9034,8.5175,8.0356,8.109,8.7597,14.4745,14.9916,15.7646,16.2792,16.6121,16.3187
Oceania,Vanuatu,VUT,,,,,,,,,,,0.0278,0.0278,0.0303,0.0289,0.028,0.0325,0.0294,0.0326,0.0346,0.0374,0.038,0.0345,0.0355,0.0349,0.0343,0.0427,0.0317,0.0315,0.0414,0.034,0.052,0.0482,0.0268,0.0267,0.0283,0.0233,0.0242,0.0247,0.0239,0.0232,0.0352,0.0401,0.0372,0.0415,0.0311,0.0344,0.0328,0.0519,0.0585,0.0721,0.0846,0.1006,0.0829,0.0756,0.0812,0.0739,0.074,0.0907,0.1167,0.1185,0.1234,0.1327,0.141,0.1469
Africa,Zambia,ZMB,,,,,,,,,,,0.6312,0.6312,0.6854,0.7335,0.6865,0.7366,0.7682,0.6808,0.6337,0.5743,0.8738,0.8429,0.7377,0.7564,0.7812,0.7441,0.7167,0.7564,0.8701,0.7427,0.7734,0.97,0.927,0.6605,0.8108,0.805,0.6256,0.7297,0.6995,0.6727,0.7316,0.7685,0.8054,0.8607,0.9222,0.9899,1.0161,0.904,0.9817,1.1459,1.2333,1.3439,1.613,1.6626,1.8788,2.1008,2.0764,1.867,1.8449,1.8445,1.9003,2.5174,2.3576,2.3584
Africa,Zimbabwe,ZWE,,,,,,,,,,,2.0795,2.0795,2.2841,2.2773,1.9325,2.149,1.8585,1.729,1.6789,1.6136,1.8726,1.9913,1.7451,1.9775,1.82,1.9036,2.123,2.0888,2.1181,2.1129,2.0948,1.5921,2.214,1.9723,1.7484,2.174,2.1349,2.1375,2.1221,3.1277,1.9226,1.7959,1.6643,1.3935,1.2144,1.3204,1.276,1.2316,1.0301,1.1055,1.3179,2.2545,2.5546,2.8374,2.5505,2.3409,1.8381,1.9961,2.6232,2.2368,1.5124,1.5847,1.4742,1.4784
